7622100966449,40,Medawar,elias,2025-11-29T12:56:03.385119
7622100966449,5,Medawar,elias,2025-11-29T12:56:09.764954
7622100966449,100,Medawar,elias,2025-11-29T14:48:52.122367
7622100966449,200,Medawar,elias,2025-11-29T14:50:48.373053
7622100966449,200,Medawar,elias,2025-11-29T14:54:39.475530

7622100966449,600,Medawar,elias,2025-11-29T14:56:45.781651
7622100966449,8,Medawar,elias,2025-11-29T14:58:14.202073
7622100966449,3,Medawar,elias,2025-11-29T14:58:17.210116
7622100966449,300,Medawar,elias,2025-11-29T14:58:20.602397
7622100966449,55,Medawar,elias,2025-11-29T14:58:23.894681
7622100966449,998,Medawar,elias,2025-11-29T14:58:27.402601
7622100966449,30,Medawar,elias,2025-11-29T14:58:31.170859
7622100966449,8,Medawar,elias,2025-11-29T14:58:46.929324
7622100966449,100,Medawar,elias,2025-11-29T15:06:20.944701
7622100966449,498,Medawar,elias,2025-11-29T15:06:32.645668
7622100966449,100,Medawar,elias,2025-11-29T15:07:06.860969
